"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,      -5.047249752,      -4.085862983,      -4.002484061,     -0.2295508361,       4.508755189,               2.4,               2.4,      0.3443848627,       1.262778294
           1,      -5.084137848,      -4.101151048,      -4.026494076,     -0.8089447567,       3.931164066,              2.88,              2.88,      0.3443851696,       1.262778503
           2,      -5.017245462,       -4.11201613,      -4.063594567,      -1.372372382,        3.37077304,             3.456,             3.456,       0.344386108,       1.262781784
           3,      -4.930909758,      -4.116844285,      -4.117547201,      -1.905630347,       2.842704647,            4.1472,            4.1472,      0.3443877699,       1.262790748
           4,      -4.876865721,      -4.115311107,      -4.189767544,      -2.376298851,       2.380274442,           4.97664,           4.97664,      0.3443894069,       1.262808925
           5,      -4.863325411,      -4.109187107,      -4.277805167,      -2.733246917,       2.032064695,          5.971968,          5.971968,      0.3443864794,       1.262836377
           6,      -4.883331019,      -4.101981997,       -4.37403016,      -2.968014937,        1.80175368,         7.1663616,         7.1663616,      0.3443586286,       1.262847329
           7,      -4.921832867,      -4.097496768,      -4.460195103,      -3.131741815,       1.640055203,        8.59963392,        8.59963392,      0.3442278038,        1.26271421
           8,      -4.962242251,      -4.098117327,      -4.500492249,      -3.264533614,        1.52308622,        10.3195607,        10.3195607,      0.3437464952,        1.26202283
           9,       -4.99639769,      -4.103844709,      -4.480222801,      -3.382909884,       1.503452086,       12.38347284,       12.38347284,      0.3422895721,       1.259772278
          10,      -5.026726263,      -4.112324684,      -4.439977167,      -3.493240931,       1.607590899,       14.86016741,       14.86016741,      0.3386470607,       1.254183906
          11,      -5.060130903,      -4.120250974,      -4.414707952,       -3.59828325,        1.70945768,        17.8322009,        17.8322009,       0.331136665,        1.24318318
          12,      -5.100701487,      -4.125613786,      -4.408357458,      -3.699322568,       1.732026896,       21.39864108,       21.39864108,      0.3183474257,       1.225923821
          13,      -5.144195051,      -4.128528295,      -4.408609638,       -3.79690248,       1.660776132,       25.67836929,       25.67836929,      0.3001972194,       1.204384469
